EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,RULING_YEAR,NTEE_NAME,CLUSTER_KMEANS
451510255,COALITION OF OREGON LAND TRUSTS,,2540 NE MARTIN LUTHER KING BLVD,PORTLAND,OR,97212-3732,0,3,3,1000,2012-01-01,1,15,0,1,1,202112.0,6,5,1,0,12,1011778.0,832947.0,832947.0,C34,,2012.0,Environment,0
452237400,OREGON LATINO AGENDA FOR ACTION,% OLAA,1819 SW 5TH AVE,PORTLAND,OR,97201-5277,0,3,3,2000,2016-09-01,1,16,0,1,1,202106.0,0,0,2,0,6,0.0,0.0,0.0,R40,,2016.0,"Civil Rights, Social Action & Advocacy",0
452629474,INTERTWINE ALLIANCE FOUNDATION,,821 SE 14TH AVE,PORTLAND,OR,97214-2537,0,3,3,1000,2011-10-01,1,15,0,1,1,202206.0,3,4,1,0,6,97563.0,242361.0,242361.0,C34,,2011.0,Environment,0
452659573,SAVE RIVIERA SHORELINE,% SHARON L WOLDA,13760 RIVIERA PL NE,SEATTLE,WA,98125-3846,0,3,3,1200,2011-11-01,1,16,0,1,1,202012.0,0,0,2,0,12,0.0,0.0,0.0,C27,,2011.0,Environment,0
452673368,KID POWER CARES INC,,2317 N CARDINAL DR,WICHITA,KS,67204-5312,0,3,3,2000,2012-09-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C60,,2012.0,Environment,0
452739722,CONFLUENCE ENVIRONMENTAL CENTER,% EVA SCHWEBER,5441 SE BELMONT ST SUITE 25,PORTLAND,OR,97215-1837,0,3,3,1000,2013-01-01,1,15,0,1,1,202212.0,3,5,1,0,12,30369.0,535311.0,535311.0,C30,,2013.0,Environment,0
452859659,OREGON JUSTICE RESOURCE CENTER,% SURINDER SINGH,PO BOX 5248,PORTLAND,OR,97208-5248,0,3,3,1000,2012-06-01,1,15,0,1,1,202205.0,6,7,1,0,5,3932122.0,6461449.0,6461449.0,R60,,2012.0,"Civil Rights, Social Action & Advocacy",0
453612367,LATTER LIBRARY GARDEN CONSERVANCY,% SHIELDS,C/O L SHIELDS 1209 WASHINGTON AVENU,NEW ORLEANS,LA,70130-0000,0,3,3,1200,2012-01-01,1,15,0,1,1,202212.0,3,1,2,0,12,39437.0,250.0,250.0,C41,,2012.0,Environment,0
454572219,BLUE ENDEAVORS,% VINCE SMITH,113 CHERRY ST 54037,SEATTLE,WA,98104-2205,0,3,3,1000,2014-07-01,1,15,0,1,1,202112.0,6,4,1,0,12,1054111.0,127603.0,127603.0,C60,,2014.0,Environment,0
454715889,TRASH FOR PEACE,% LAURA KUTNER,5006 NE 35TH PL,PORTLAND,OR,97211-7656,0,3,3,1000,2012-08-01,1,15,0,1,1,202112.0,4,6,1,0,12,127077.0,1185994.0,1185994.0,C30,,2012.0,Environment,0
454726335,FORTH MOBILITY FUND,% JEFF ALLEN,2035 NW FRONT AVE STE 101,PORTLAND,OR,97209-2178,0,3,3,2000,2014-06-01,1,15,0,1,1,202112.0,6,6,1,0,12,1237318.0,1867826.0,1867826.0,C05,,2014.0,Environment,0
454910834,GENDER ODYSSEY ALLIANCE,% AIDAN KEY,6523 CALIFORNIA AVE SW 360,SEATTLE,WA,98136-1833,0,3,3,2000,2013-02-01,1,15,0,1,1,202112.0,5,5,1,0,12,598792.0,543370.0,543370.0,R26,,2013.0,"Civil Rights, Social Action & Advocacy",0
460950114,NATIONAL NETWORK OF ABORTION FUNDS,% NEW ORLEANS ABORTION FUND,3014 DAUPHINE ST PMB 36529,NEW ORLEANS,LA,70117-6754,9255,3,9,1000,1994-09-01,1,15,994000000,1,1,202206.0,6,6,1,0,6,1716702.0,2095890.0,2095890.0,C992,NEW ORLEANS ABORTION FUND,1994.0,Environment,0
460958790,HUMAN ACCESS PROJECT,% WILL LEVENSON,707 SW WASHINGTON ST STE 1500,PORTLAND,OR,97205-3532,0,3,3,1000,2013-05-01,1,15,0,1,1,202212.0,4,4,1,0,12,185477.0,224379.0,224379.0,C34,,2013.0,Environment,0
461177850,LOUISIANA MASTER NATURALISTS OF GREATER NEW ORLEANS,% JOE E BAUCUM,323 NO HAMMOND HWY,NEW ORLEANS,LA,70124-2404,0,3,3,2000,2014-01-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C60,,2014.0,Environment,0
461617133,UPPER CLACKAMAS WHITEWATER FESTIVAL,% ROBERT MOSIER,3018 SE 76TH AVE,PORTLAND,OR,97206-1828,0,3,3,1000,2014-09-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C32,,2014.0,Environment,0
462201493,MINI MART CITY PARK,% JOHN SUTTON,6525 ELLIS AVE S,SEATTLE,WA,98108-2741,0,3,3,1200,2014-01-01,1,15,0,1,1,202212.0,6,4,1,0,12,1670012.0,295531.0,294511.0,C50,,2014.0,Environment,0
462312083,ALGAE FOUNDATION,% THOMAS BYRNE,701 5TH AVE STE 5100,SEATTLE,WA,98104-7036,0,3,3,2000,2014-06-01,1,15,0,1,1,202112.0,5,5,1,0,12,532706.0,558844.0,558844.0,C60,,2014.0,Environment,0
462547291,SEATTLE DYKE MARCH,% JILL MULLINS-CANNON,4155 39TH AVE S,SEATTLE,WA,98118-1319,0,3,3,1000,2014-07-01,1,15,0,1,1,202203.0,0,0,2,0,3,0.0,0.0,0.0,R26,,2014.0,"Civil Rights, Social Action & Advocacy",0
462770800,FFRF-PORTLAND AREA,% CHERYL KOLBE,4021 SE LIEBE ST,PORTLAND,OR,97202-4037,0,3,3,2000,2016-11-01,1,16,0,1,1,202012.0,0,0,2,0,12,0.0,0.0,0.0,R20,,2016.0,"Civil Rights, Social Action & Advocacy",0
462842065,CAMPION ADVOCACY FUND,% LISA JAGUZNY,1904 3RD AVE STE 405,SEATTLE,WA,98101-1150,0,4,3,1000,2015-03-01,2,0,0,1,1,202112.0,8,8,1,0,12,41425477.0,41174406.0,10371744.0,R99,,2015.0,"Civil Rights, Social Action & Advocacy",0
463371647,TROPICAL CONSERVATION CONSORTIUM,% JESSICA PEAK,10413 SW 40TH AVE,PORTLAND,OR,97219-6950,0,3,3,1000,2014-11-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C99,,2014.0,Environment,0
463538750,DESCHUTES RIVER ALLIANCE,,5331 SW MACADAM AVE STE 330,PORTLAND,OR,97239-3849,0,3,3,1200,2014-07-01,1,15,0,1,1,202112.0,4,4,1,0,12,422545.0,333493.0,321900.0,C32,,2014.0,Environment,0
463852365,WESTERN RIVERS FORESTRY,,71 SW OAK ST STE 100,PORTLAND,OR,97204-3419,0,3,3,1000,2014-06-01,1,21,0,1,1,202209.0,8,8,1,0,9,23321308.0,14796949.0,14485130.0,C11,,2014.0,Environment,0
463861643,CLUBFUNDER,,PO BOX 25658,PORTLAND,OR,97298-0658,0,3,3,1000,2014-07-01,1,15,0,1,1,202107.0,0,0,2,0,7,0.0,0.0,0.0,R26,GSATSDF,2014.0,"Civil Rights, Social Action & Advocacy",0
463898313,TRYON CREEK WATERSHED COUNCIL,,11321 S TERWILLIGER BLVD,PORTLAND,OR,97219-7704,0,3,3,1200,2014-08-01,1,15,0,1,1,202212.0,4,3,1,0,12,123157.0,96736.0,96736.0,C32,,2014.0,Environment,0
463908251,WOMEN FOR KANSAS INC,% LYNN STEPHAN,1440 N GATEWOOD ST APT 15,WICHITA,KS,67206-1253,0,4,3,3000,2020-01-01,2,0,0,5,1,202212.0,2,4,1,0,12,10854.0,448187.0,448187.0,R99,WOMEN FOR KANSAS,2020.0,"Civil Rights, Social Action & Advocacy",0
464120269,350PDX,% SANDY POLISHUK,3625 N MISSISSIPPI AVE,PORTLAND,OR,97227-1156,0,3,3,1000,2014-08-01,1,16,0,1,1,202112.0,4,5,1,0,12,376874.0,503597.0,503597.0,C01,,2014.0,Environment,0
464201865,350 SEATTLE,,5031 UNIV WAY NE,SEATTLE,WA,98105-4341,0,3,3,1200,2015-04-01,1,15,0,1,1,202112.0,5,5,1,0,12,670931.0,918247.0,900137.0,C19,,2015.0,Environment,0
464215241,THREE DEGREES WARMER,% JENNIFER MARLOW,3026 NW ESPLANADE,SEATTLE,WA,98117-2623,0,3,3,2000,2014-07-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C993,,2014.0,Environment,0
464444490,OREGON UNITARIAN UNIVERSALIST VOICES FOR JUSTICE,% BARBARA SMITH-THOMAS,119 SE 52ND AVE,PORTLAND,OR,97215-1129,0,3,3,1278,2015-08-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R01,,2015.0,"Civil Rights, Social Action & Advocacy",0
465497092,EL COMITE,,PO BOX 28704,SEATTLE,WA,98118-8704,0,3,3,1200,2020-04-01,1,15,0,1,1,202012.0,3,4,1,0,12,61354.0,123396.0,123396.0,R22,,2020.0,"Civil Rights, Social Action & Advocacy",0
470887278,PLASTICS RECYCLING OF KANSAS INC,% MIKE HASTINGS,725 E CLARK ST,WICHITA,KS,67211-5008,0,3,3,1200,2002-11-01,1,15,0,1,1,202208.0,4,4,1,0,8,224270.0,137076.0,109938.0,C27,,2002.0,Environment,0
470951075,WESTERN RESOURCES LEGAL CENTER,% LAURA A SCHROEDER,9220 SW BARBUR BLVD STE 327,PORTLAND,OR,97219-5428,0,3,3,2000,2007-10-01,1,15,0,1,1,202212.0,6,5,1,0,12,1364897.0,683615.0,662683.0,C033,,2007.0,Environment,0
471012852,INNOVATION LAW LAB,,PO BOX 40204,PORTLAND,OR,97240-0204,0,3,3,1200,2014-11-01,1,16,0,1,1,202206.0,6,6,1,0,6,3547187.0,3557144.0,3555200.0,R20,,2014.0,"Civil Rights, Social Action & Advocacy",0
471182892,OREGON ALLIANCE TO PREVENT GUN VIOLENCE,% KYLE WHITE,4931 SW 76TH AVE BOX 154,PORTLAND,OR,97225-1805,0,4,3,3000,2015-03-01,2,0,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R01,,2015.0,"Civil Rights, Social Action & Advocacy",0
471223792,SEATTLE NATURE ALLIANCE,,3723 SW ELMGROVE ST,SEATTLE,WA,98126-3418,0,3,3,2000,2017-09-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C01,,2017.0,Environment,0
471320440,COMMON GROUND OR-WA,% JEFFREY A STRANG,633 NE 68TH AVE,PORTLAND,OR,97213-5523,0,4,3,1000,2015-05-01,2,0,0,1,1,202206.0,0,0,2,0,6,0.0,0.0,0.0,R40,,2015.0,"Civil Rights, Social Action & Advocacy",0
472072035,REV DR BENNIE R MITCHELL JR INSTI OF HUMAN RIGHTS AND ET AL,% BENNIE R MITCHELL III,102 BLUEBILL DR,SAVANNAH,GA,31419-9077,0,3,3,1200,2015-01-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R99,,2015.0,"Civil Rights, Social Action & Advocacy",0
472276541,COLTURA,,110 PREFONTAINE PL S STE 304,SEATTLE,WA,98104-5161,0,3,3,1200,2015-01-01,1,16,0,1,1,202112.0,4,4,1,0,12,128354.0,291408.0,285328.0,C35,,2015.0,Environment,0
472320248,LEAD SAFE LOUISIANA INC,% ERNEST E EDMUNDSON,1022 SAINTI PETER STREET,NEW ORLEANS,LA,70116-3424,0,3,3,1200,2014-12-01,1,16,0,1,1,202010.0,0,0,2,0,10,0.0,0.0,0.0,C01,,2014.0,Environment,0
472371766,COASTAL GEORGIA INDICATORS COALITION INC,% MICHAEL F KEMP,110 E STATE ST,SAVANNAH,GA,31401-3715,0,3,3,2000,2016-01-01,1,15,0,1,1,202112.0,4,4,1,0,12,424053.0,338534.0,338534.0,C03,,2016.0,Environment,0
472471876,PORTLAND MEET PORTLAND,% KAY REID,1320 SE 122ND AVE,PORTLAND,OR,97233-1203,0,3,3,1000,2015-02-01,1,15,0,1,1,202006.0,2,3,2,0,6,24116.0,43921.0,43921.0,R30,,2015.0,"Civil Rights, Social Action & Advocacy",0
472552292,FRIDAY GROUP ENTERPRISES,% MICHAEL BISHOP,107 NE LAURELHURST PL,PORTLAND,OR,97232-3449,0,3,3,1000,2014-12-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R30,,2014.0,"Civil Rights, Social Action & Advocacy",0
472886226,THANK YOU FIRST RESPONDER,% THANK YOU FIRST RESPONDER INC,401 E LAS OLAS BLVD STE 130-516,FORT LAUDERDALE,FL,33301-2210,0,3,3,1278,2016-09-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R20,,2016.0,"Civil Rights, Social Action & Advocacy",0
473175931,TSN INSTITUTE,% KARA HARTNETT,PO BOX 5004,WICHITA,KS,67201-5004,0,4,3,3000,2015-12-01,2,0,0,1,1,202112.0,4,1,2,0,12,188047.0,2917.0,2917.0,R20,,2015.0,"Civil Rights, Social Action & Advocacy",0
473176115,PINTS FOR PARKS,% ELLEN KELLY,5316ALLARD AVE NW,SEATTLE,WA,98107-0000,0,3,3,1000,2015-03-01,1,16,0,1,1,202002.0,0,0,2,0,2,0.0,0.0,0.0,C12,,2015.0,Environment,0
473319345,WILD COMMONS,% BRADY GIRT,14601 SE RIVER RD,PORTLAND,OR,97267-1109,0,3,3,1200,2017-01-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C30,,2017.0,Environment,0
473340186,PARKS FOR ALL,,1208 8TH ST,NEW ORLEANS,LA,70115-3333,0,3,3,1280,2015-04-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C01,,2015.0,Environment,0
473399375,GENDER JUSTICE LEAGUE,% ELAYNE WYLIE,1122 E PIKE ST STE 969,SEATTLE,WA,98122-3916,0,3,3,1200,2020-01-01,1,15,0,1,1,202112.0,4,4,1,0,12,122383.0,219496.0,219496.0,R26,,2020.0,"Civil Rights, Social Action & Advocacy",0
473786430,GREEN SPORTS ALLIANCE FOUNDATION,,601 SW 2ND AVE STE 1140,PORTLAND,OR,97204-3229,0,3,3,2100,2015-05-01,1,16,0,1,1,202112.0,3,4,1,0,12,83985.0,230151.0,230151.0,C20,,2015.0,Environment,0
474421336,KEEP NEW ORLEANS BEAUTIFUL,,PO BOX 50202,NEW ORLEANS,LA,70150-0202,0,3,3,1200,2017-02-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C99,,2017.0,Environment,0
474728232,THREE SEQUOIA LAND CONSERVATION,% BRANDON BENSON,3647 SE CARLTON ST,PORTLAND,OR,97202-7631,0,3,3,1000,2016-05-01,1,15,0,1,1,202212.0,5,1,2,0,12,524669.0,4019.0,4019.0,C30,,2016.0,Environment,0
474798718,AIR AND WASTE MANAGEMENT ASSOCIATION - PUGET SOUND CHAPTER,,PO BOX 524,SEATTLE,WA,98111-0524,0,3,3,2800,2015-08-01,1,16,0,5,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C03,,2015.0,Environment,0
474860929,URBAN FOREST CARBON REGISTRY,% MARK MCPHERSON,999 3RD AVE STE 4600,SEATTLE,WA,98104-4084,0,3,3,1200,2016-01-01,1,15,0,1,1,202112.0,5,5,1,0,12,679715.0,674234.0,674234.0,C36,CITY FOREST CREDITS,2016.0,Environment,0
475122636,LOUISIANA LANGUAGE ACCESS COALITION,% KARLA S DUPLANTIER,2020 GRAVIER ST STE 3,NEW ORLEANS,LA,70112-2272,0,3,3,1200,2018-02-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R22,,2018.0,"Civil Rights, Social Action & Advocacy",0
475159699,OUR HOPE,% NA,9421 18TH AVE SW,SEATTLE,WA,98106-2717,0,3,3,1000,2015-11-01,1,15,0,1,1,202112.0,1,4,1,0,12,1.0,156412.0,156412.0,C27,TFA,2015.0,Environment,0
475230235,CASCADIA ACTION,% DON BERG,1600 SE MORRISON ST APT 108,PORTLAND,OR,97214-2687,0,3,3,2000,2015-10-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C01,,2015.0,Environment,0
475478183,COURAGE,% NICK WELTON,PO BOX 95516,SEATTLE,WA,98145-2516,0,3,3,1200,2015-12-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R99,COURAGE GAME,2015.0,"Civil Rights, Social Action & Advocacy",0
475588096,NATURECONNECT NW INC,% JUDY TODD,1631 NE BROADWAY ST 723,PORTLAND,OR,97232-1425,0,3,3,1200,2018-11-01,1,16,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C01,,2018.0,Environment,0
480962285,RIGHT TO LIFE OF KANSAS EDUCATION AND DEFENSE FUND,,PO BOX 12044,WICHITA,KS,67277-2044,0,3,3,2000,1984-02-01,1,15,543000000,5,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R620,,1984.0,"Civil Rights, Social Action & Advocacy",0
480963148,KANSANS FOR LIFE EDUCATIONAL FUND,,3301 W 13TH ST N,WICHITA,KS,67203-4559,0,3,3,2000,1985-07-01,1,15,125543000,2,1,202112.0,5,6,1,0,12,517600.0,1286688.0,1271551.0,R62Z,,1985.0,"Civil Rights, Social Action & Advocacy",0
480979347,TREES FOR LIFE INC,,3006 W SAINT LOUIS AVE,WICHITA,KS,67203-5129,0,3,3,1000,1984-07-01,1,15,560000000,1,1,202212.0,5,4,1,0,12,632935.0,371180.0,371180.0,C36Z,,1984.0,Environment,0
481007736,BOTANICA INC,,701 N AMIDON AVE,WICHITA,KS,67203-3162,0,3,3,1000,1986-03-01,1,15,379927119,1,1,202112.0,8,7,1,0,12,16578970.0,6101220.0,5749606.0,C410,,1986.0,Environment,0
481008621,EMBRACE OF WICHITA INC,,1040 N WEST ST,WICHITA,KS,67203-1226,0,3,3,2000,1985-07-01,1,15,564000000,1,1,202112.0,6,6,1,0,12,1284893.0,1012524.0,988142.0,R62Z,,1985.0,"Civil Rights, Social Action & Advocacy",0
481113859,MIRACLES INC,,1015 E 2ND ST N,WICHITA,KS,67214-3908,0,3,3,1000,1992-08-01,1,15,350000000,1,1,202203.0,6,6,1,0,3,1183823.0,1856803.0,1856803.0,C30Z,,1992.0,Environment,0
481177409,WICHITA PRIDE INC,,800 N MARKET ST,WICHITA,KS,67214-3520,0,3,3,1000,1996-05-01,1,15,995431000,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R20Z,,1996.0,"Civil Rights, Social Action & Advocacy",0
481179241,SUNFLOWER LAND TRUST INC,% BRUCE E FROST,PO BOX 8634,WICHITA,KS,67208-0634,0,3,3,1000,1997-03-01,1,16,995352000,1,1,202112.0,6,2,2,0,12,1150116.0,10211.0,10211.0,C34,,1997.0,Environment,0
481207926,FRIENDS OF THE GREAT PLAINS NATURE CENTER INC,% MICHAEL LECK,6232 E 29TH ST N,WICHITA,KS,67220-2200,0,3,3,1000,1999-05-01,1,15,0,1,1,202209.0,4,4,1,0,9,442205.0,367921.0,345795.0,C116,,1999.0,Environment,0
481216027,ARKANSAS RIVER COALITION INCORPORATED,% WALLY SEIBEL,PO BOX 3056,WICHITA,KS,67201-3056,0,3,3,1000,1999-08-01,1,15,0,1,1,202012.0,0,0,2,0,12,0.0,0.0,0.0,C30,,1999.0,Environment,0
481246953,SARAHS HOPE FOUNDATION,% ARTURO G MACIAS,7615 E CHAMPIONS CT,WICHITA,KS,67226-3545,0,3,3,1200,2002-08-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R620,,2002.0,"Civil Rights, Social Action & Advocacy",0
486108441,WICHITA AUDUBON SOCIETY,,PO BOX 47607,WICHITA,KS,67201-7607,0,3,3,2000,1971-03-01,1,16,59000000,1,1,202206.0,6,4,1,0,6,1188553.0,252280.0,252280.0,C300,,1971.0,Environment,0
510193940,NATIONAL ASSOCIATION OF ENVIRONMENTAL PROFESSIONALS INC,,2150 N 107TH STREET,SEATTLE,WA,98133-1305,0,3,3,2000,1977-07-01,1,16,123125149,1,1,202212.0,5,4,1,0,12,607338.0,465928.0,465928.0,C030,,1977.0,Environment,0
521833599,SIGHTLINE INSTITUTE,% NFP PARTNERS,1402 3RD AVE STE 500,SEATTLE,WA,98101-2130,0,3,3,2000,1998-06-01,1,15,124000000,1,1,202112.0,7,6,1,0,12,6312455.0,4967320.0,3380345.0,C28Z,NORTHWEST ENVIRONMENT WATCH,1998.0,Environment,0
522416966,ACORN INTERNATIONAL INC,% WADE RATHKE,2221 ST CLAUDE AVE,NEW ORLEANS,LA,70117-8455,0,3,3,2100,2004-06-01,1,15,0,1,1,202112.0,3,4,1,0,12,56341.0,405908.0,405908.0,R20,,2004.0,"Civil Rights, Social Action & Advocacy",0
542083279,KATIE JOHNSON FELLOWSHIP INC,% BUTCHMAN,5737 CONISTON RD NE,SEATTLE,WA,98105-2123,0,3,3,1000,2004-05-01,1,16,0,1,1,202012.0,3,3,2,0,12,37105.0,27781.0,27781.0,R23,,2004.0,"Civil Rights, Social Action & Advocacy",0
542098020,THE OREGON STATE FEDERATION OF GARDEN CLUBS INC,% CYNTHIA WILIAMS,10411 SW 52ND AVE,PORTLAND,OR,97219-5825,3973,3,9,1200,2003-05-01,1,16,0,5,1,202006.0,0,0,2,0,6,0.0,0.0,0.0,C42,WEST LINN GARDEN CLUB,2003.0,Environment,0
542177095,OREGON PROGRESSIVE ALLIANCE INC,% LESLEY PAINTER,PO BOX 11510,PORTLAND,OR,97211-0510,0,3,3,2100,2006-06-01,1,15,0,1,1,202212.0,4,4,1,0,12,113828.0,138177.0,138177.0,R40,,2006.0,"Civil Rights, Social Action & Advocacy",0
550895676,CITIZENS FOR SAFE BIRTH,% KELLY MEINIG,11750 33RD PL NE,SEATTLE,WA,98125-5612,0,3,3,2000,2013-05-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R24,,2013.0,"Civil Rights, Social Action & Advocacy",0
562466977,DEEP SOUTH CENTER FOR ENVIRONMENTAL JUSTICE,% BEVERLY WRIGHT PHD,6841 LAKE WILLOW DR,NEW ORLEANS,LA,70126-2120,0,3,3,1000,2005-05-01,1,15,0,1,1,202112.0,7,7,1,0,12,8503292.0,9742064.0,9742064.0,C20,DSCEJ,2005.0,Environment,0
562502447,FRIENDS OF CHENEY LAKE INC,% GREGG GREENWOOD,1239 N DENMARK AVE,WICHITA,KS,67212-3029,0,3,3,1000,2005-04-01,1,16,0,1,1,202212.0,5,4,1,0,12,613612.0,122644.0,122644.0,C5O,,2005.0,Environment,0
562563880,FRIENDS OF THE COLUMBIA GORGE LAND TRUST,% KEVIN G GORMAN,123 NE 3RD AVE STE 108,PORTLAND,OR,97232-2975,0,3,3,1000,2007-01-01,1,17,0,1,1,202206.0,8,6,1,0,6,13447636.0,2251132.0,1193377.0,C11,,2007.0,Environment,0
562600599,SPLASH INTERNATIONAL,,7511 GREENWOOD AVE NORTH UNIT 4203,SEATTLE,WA,98103-4627,0,3,3,1200,2006-10-01,1,15,0,1,1,202112.0,8,8,1,0,12,12181246.0,13283598.0,13283598.0,C32,,2006.0,Environment,0
562668327,SAVANNAH JEWISH ACADEMY INC,% DEVORAH GIFFEN,5118 ABERCORN ST,SAVANNAH,GA,31405-5215,0,3,3,1000,2008-09-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C60,,2008.0,Environment,0
581515792,CHATHAM-SAVANNAH CITIZEN ADVOCACY,,517 E CONGRESS ST,SAVANNAH,GA,31401-2805,0,3,3,1000,1984-05-01,1,15,0,1,1,202206.0,5,4,1,0,6,579249.0,293046.0,293046.0,R23Z,,1984.0,"Civil Rights, Social Action & Advocacy",0
581738102,TRUSTEES GARDEN CLUB INC,,1 HAMPTON PL,SAVANNAH,GA,31411-1463,0,3,3,1200,1987-12-01,1,16,356000000,1,1,202112.0,4,4,1,0,12,232951.0,221428.0,164910.0,C420,,1987.0,Environment,0
581740331,FIRST CITY NETWORK INC,% TODD MAULDIN,PO BOX 2442,SAVANNAH,GA,31402-2442,0,3,3,1000,1988-04-01,1,15,296000000,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R26,,1988.0,"Civil Rights, Social Action & Advocacy",0
581869207,SAVANNAH AREA COUNCIL OF GARDEN CLUBS INC,% BETTY WARD,1388 EISENHOWER DR,SAVANNAH,GA,31406-3902,0,3,3,1000,1991-12-01,1,15,356000000,1,1,202205.0,0,0,2,0,5,0.0,0.0,0.0,C42Z,,1991.0,Environment,0
581902591,ST CHARLES AVENUE ASSOCIATION INC,% TREASURER,5500 PRYTANIA STREET,NEW ORLEANS,LA,70115-4221,0,3,3,1000,1990-08-01,1,15,350354379,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C500,,1990.0,Environment,0
581958248,AUDUBON NATURE INSTITUTE FOUNDATION,% MELINDA PARKS,6500 MAGAZINE ST,NEW ORLEANS,LA,70118-4848,0,3,3,1200,1991-11-01,1,16,60000000,1,1,202112.0,8,6,1,0,12,40562240.0,3444639.0,1613829.0,C110,,1991.0,Environment,0
581984908,CLEAN COAST INC,% JOSEPH BONDS,4 RIVER WALK,SAVANNAH,GA,31410-1563,0,3,3,1200,1992-03-01,1,15,351000000,1,1,202102.0,0,0,2,0,2,0.0,0.0,0.0,C200,,1992.0,Environment,0
581995842,SOUTHERN INSTITUTE FOR EDUCATION AND RESEARCH INC,% LAWRENCE N POWELL,MR BOX 1692 31 MCALISTER DRIVE,NEW ORLEANS,LA,70118-0000,0,3,3,1000,1992-06-01,1,15,431000000,1,1,202212.0,3,2,2,0,12,66244.0,13000.0,13000.0,R20Z,,1992.0,"Civil Rights, Social Action & Advocacy",0
582058358,BRIGHTSIDE CHILD AND FAMILY ADVOCACY INC,% ZADONNA SLAY,761 WHEATON ST,SAVANNAH,GA,31401-5121,0,3,3,1000,1993-12-01,1,15,461000000,1,1,202209.0,5,6,1,0,9,566941.0,1002214.0,943011.0,R200,,1993.0,"Civil Rights, Social Action & Advocacy",0
582182939,FRIENDS OF THE COASTAL GARDENS INC,,PO BOX 60626,SAVANNAH,GA,31420-0626,0,3,3,1200,1995-09-01,1,16,995233603,1,1,202212.0,4,3,1,0,12,375285.0,78798.0,77036.0,C114,,1995.0,Environment,0
582361351,COASTAL MASTER GARDNER ASSOCIATION INC,% AMY W RHODES TREASURER,114 OAKCREST DR W,SAVANNAH,GA,31405-8158,0,3,3,2100,1998-06-01,1,15,995149379,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C42,,1998.0,Environment,0
582604272,CAMDEN COUNTY LAND TRUST INC,% ELOISE THOMPSON,419 HOUSTON OAKS DR,SAVANNAH,GA,31419-3307,0,3,3,1000,2001-07-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C34,,2001.0,Environment,0
582636669,OGEECHEE-CANOOCHEE RIVERKEEPER,% CHANDRA BROWN,PO BOX 16206,SAVANNAH,GA,31416-2906,0,3,3,1000,2002-02-01,1,15,0,1,1,202212.0,6,4,1,0,12,1214335.0,440266.0,440266.0,C32,,2002.0,Environment,0
593141703,WILDLIFE CONCERN INTERNATIONAL INC,% JANICE GLEASON SKOW,1111 ROYAL ST,NEW ORLEANS,LA,70116-2705,0,3,3,1200,1993-04-01,1,15,350000000,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C30Z,,1993.0,Environment,0
